latitude,longitude,name,email,postcode,website,ref:vatin,addr
44.8494005,8.8696537,Carbonara Scrivia,protocollo@pec.comune.carbonarascrivia.al.it,15050,http://www.comune.carbonarascrivia.al.it/,IT00465350064,Piazza Mons Clelio Goggi
44.8090490,8.5416450,Gamalero,comune.gamalero@legalmail.it,15010,http://www.comune.gamalero.al.it,IT00470430067,"Piazza Passalacqua, 3"
44.7668717,9.0507598,Dernice,protocollo@pec.comune.dernice.al.it,15056,http://www.comune.dernice.al.it,IT85000870064,Via Roma N.17
44.7962540,9.1068580,Gremiasco,protocollo@pec.comune.gremiasco.al.it,15056,http://www.comune.gremiasco.al.it,IT00437910060,"Piazza Vittorio Veneto, 1"
44.6845480,8.7039510,Castelletto d'Orba,castorba@actaliscertymail.it,15060,http://www.comune.castellettodorba.al.it/#null,IT00162850069,Piazza Marconi 2
44.5988420,8.3331450,Denice,posta@pec.comunedenice.it,15010,http://www.comunedenice.it,IT00443980065,"Piazza San Lorenzo, 5"
44.6359450,8.5852490,Cremolino,comune.cremolino@pec.it,15010,http://www.comune.cremolino.al.it,IT00385230065,Piazza Vittorio Emanuele II N. 7
44.6826470,8.5878480,Montaldo Bormida,montaldo.bormida@cert.ruparpiemonte.it,15010,http://www.comune.montaldo.al.it,IT00412320061,"Piazza Giovanni XXIII, 1"
44.9494522,8.6857406,Montecastello,segreteria@pec.comune.montecastello.al.it,15040,http://www.comune.montecastello.al.it,IT00334680063,"Via Umberto I , 2"
44.6697480,8.7586520,Parodi Ligure,parodi.ligure@cert.ruparpiemonte.it,15060,http://www.comune.parodiligure.al.it/,IT00383990066,"Piazza Municipio, 5"
44.5593420,8.4131470,Malvicino,malvicino@pcert.it,15015,http://www.comune.malvicino.al.it,IT81002990067,Piazza Castello 6
44.6305502,8.4929313,Grognardo,grognardo@pcert.it,15010,http://www.comune.grognardo.al.it,IT00445950066,"Piazza Della Chiesa, 1"
45.0138003,8.8435726,Guazzora,protocollo@pec.comune.guazzora.al.it,15050,http://www.comune.guazzora.al.it,IT85002530062,"Piazza XXV Aprile, 12"
44.8870659,8.9802506,Monleale,monleale@cert.ruparpiemonte.it,15059,http://www.comune.monleale.al.it,IT00435100060,"Piazza IV Novembre, 2"
44.5187975,8.2980764,Merana,merana@pcert.it,15010,http://www.comune.merana.al.it,IT81001550060,Via Chiesa Nuova 2
45.0355517,8.5232487,Mirabello Monferrato,protocollo@pec.comune.mirabellomonferrato.al.it,15040,http://www.comune.mirabellomonferrato.al.it,IT00457230068,Piazza Marconi 17
44.9005158,8.0302173,Cantarana,comunecantarana@pec.it,14010,http://www.comune.cantarana.at.it,IT80003110055,"Piazza D.G. Soria, 1"
44.7508500,8.7492510,Pasturana,protocollo@pec.comune.pasturana.al.it,15060,http://www.comune.pasturana.al.it,IT00464350065,"Via Roma, 1"
44.8177098,8.2946688,Mombercelli,comune.mombercelli.at@cert.legalmail.it,14047,http://www.comune.mombercelli.at.it/,IT00206070054,Piazza Alfieri 2
45.0009066,8.1460557,Corsione,comune_corsione@pec.it,14020,http://www.comune.corsione.at.it,IT80003370055,Via Vittorio Veneto 7
44.9254929,7.9721895,Dusino San Michele,,,,,
45.1016520,8.1019300,Robella,robella@cert.legalmail.it,14020,http://www.comune.robella.at.it/it,IT80003850056,"Via Robilant, 1"
45.0545319,8.0492759,Piovà Massaia,comune.piovamassaia.at@cert.legalmail.it,14026,http://www.comune.piovamassaia.at.it,IT01219640057,Piazza Guglielmo Marconi 1
44.8303450,8.2590523,Montaldo Scarampi,comune.montaldoscarampi.at@legalmail.it,14048,http://www.comune.montaldoscarampi.at.it,IT82002290052,"Via G. B. Binello, 62"
45.0558500,8.0187290,Passerano Marmorito,passerano.marmorito@cert.ruparpiemonte.it,14020,http://www.comune.passeranomarmorito.it,IT80003750058,"Via Al Castello, 4"
44.7864182,8.1822235,Costigliole d'Asti,comunedicostiglioledasti@postecert.it,14055,http://www.comune.costigliole.at.it,IT80003450055,"Via Roma, 5"
44.8228489,8.3588889,Cortiglione,protocollo.cortiglione@cert.ruparpiemonte.it,14040,http://www.comune.cortiglione.at.it,IT00184820058,Via Vittorio Emanuele II 7
45.0049008,8.1688056,Frinco,frinco@pec.comune.frinco.at.it,14030,http://www.comune.frinco.at.it,IT80003530054,"Localita' San Firmino, 1"
45.0007446,8.0501201,Viale,comune.viale.at@cert.legalmail.it,14010,http://www.comune.viale.at.it,IT80004030054,"Via Giuseppe Faussone, 4"
45.1148302,8.0250510,Moransengo,protocollo.moransengo@cert.ruparpiemonte.it,14023,http://www.comune.moransengo.at.it,IT80005300050,Piazza Ferrero 2
45.0251126,8.0718267,Piea,piea@cert.ruparpiemonte.it,14020,http://www.comune.piea.at.it,IT80003770056,"Piazza Italia, 1"
44.4171378,8.0223427,Roascio,roascio@cert.ruparpiemonte.it,12073,http://www.comune.roascio.cn.it,IT00551910045,Via Capoluogo 1
44.3760350,8.0933430,Priero,priero@cert.ruparpiemonte.it,12070,http://www.comune.priero.cn.it,IT00469710040,Via Roma N. 1
44.6796410,7.9754350,Roddi,comunediroddi@professionalpec.it,12060,http://www.comune.roddi.cn.it,IT00520220047,Piazza Umberto I 4
44.6360420,8.1753400,Rocchetta Belbo,comune.rocchettabelbo.cn@cert.legalmail.it,12050,http://www.comune.rocchetta-belbo.cn.it,IT00338460041,"Piazza Liberta', 4"
44.4676370,8.0882420,Mombarcaro,comune.mombarcaro.cn@cert.legalmail.it,12070,http://www.comune.mombarcaro.cn.it,IT00365040047,Piazza Ferrero 1
44.3217310,7.8671400,Montaldo di Mondovì,,,,,
44.6214400,8.0480380,Montelupo Albese,comune.montelupoalbese.cn@legalmail.it,12050,http://www.comune.montelupoalbese.cn.it,IT81000830042,"Via Umberto, 4"
44.3282320,7.9432410,Monasterolo Casotto,monasterolo.casotto@cert.ruparpiemonte.it,12080,http://www.comune.monasterolocasotto.cn.it,IT00460700040,"Piazza S. Antonio, 1"
44.7692440,8.0701360,Magliano Alfieri,comune.maglianoalfieri@pec.it,12050,http://www.comune.maglianoalfieri.cn.it,IT00414390047,"Piazza G. Raimondo, 1"
44.4131124,7.9229517,Niella Tanaro,comune.niellatanaro.cn@legalmail.it,12060,http://www.comune.niellatanaro.cn.it,IT84005330042,Via XX Settembre 11
44.3318340,8.0855440,Perlo,perlo@cert.ruparpiemonte.it,12070,http://www.perlo.it,IT00515610046,Via Fornaca 18
44.4093227,7.2071874,Castelmagno,castelmagno@cert.ruparpiemonte.it,12020,http://www.comune.castelmagno.cn.it/,IT00478910045,"Piazza dei Caduti, 1"
44.3770350,8.1411440,Montezemolo,comune.montezemolo.cn@legalmail.it,12070,http://www.comune.montezemolo.cn.it,IT00474720042,Via Padre Giovanni Secco 5
44.6003390,8.0199380,Sinio,,,,,
44.4240360,8.1414440,Camerana,comune.camerana.cn@cert.legalmail.it,12072,http://www.comune.camerana.cn.it,IT00482410040,"Via Piave, 4"
44.0833358,7.7491191,Piaggia,,,,,
44.5780370,7.7918330,Salmour,salmour@cert.ruparpiemonte.it,12040,comune.salmour.cn.it,IT00367410040,Via Vittorio Emanuele N.1
44.4133360,8.1686440,Saliceto,saliceto@cert.ruparpiemonte.it,12079,http://www.comunesaliceto.it,IT00428680045,Piazza Carlo Giusta N. 4
44.4887300,7.2584240,San Damiano Macra,segretario.san.damiano.macra@cert.ruparpiemonte.it,12029,comune.sandamianomacra.cn.it,IT00521810044,Via Roma 14
44.4901370,8.0578410,San Benedetto Belbo,comune.sanbenedettobelbo.cn@cert.legalmail.it,12050,http://www.comune.sanbenedettobelbo.cn.it,IT00485020044,"Via Fratelli Cora, 1"
44.3770311,7.9110360,San Michele Mondovì,info@pec.comunesanmichelemondovi.it,12080,http://www.comunesanmichelemondovi.it,IT00460690043,Via Roma N.01
44.6661400,7.9307350,Verduno,verduno@pec.langabarolo.it,12060,http://www.comune.verduno.cn.it,IT82002690046,Via Roma 2
44.5627400,8.1544410,Torre Bormida,torre.bormida@cert.ruparpiemonte.it,12050,http://www.comune.torrebormida.cn.it,IT00511190043,Via Umberto Maddalena 16
44.7357389,7.5281276,Torre San Giorgio,comune.torresangiorgio.cn@legalmail.it,12030,http://www.comune.torresangiorgio.cn.it,IT85001350041,Via Maestra Adolfo Sarti 27
44.8023400,7.5957250,Polonghera,ragioneria.polonghera@pec.it,12030,http://www.comune.polonghera.cn.it,IT85000970047,"Piazza Vittorio Veneto, 1"
44.7152410,7.8829330,Pocapaglia,comune.pocapaglia.cn@legalmail.it,12060,http://www.comune.pocapaglia.cn.it,IT82000970044,"Via Cavour, 4"
44.5993410,8.2130420,Perletto,perletto@cert.ruparpiemonte.it,12070,http://www.comune.perletto.cn.it/,IT00441130044,Piazza Michele Ferrero n. 1
44.2770289,7.9137137,Pamparato,pamparato@cert.ruparpiemonte.it,12087,http://www.comune.pamparato.cn.it,IT00468840046,Via Marconi 43
44.4320360,8.0724420,Paroldo,paroldo@cert.ruparpiemonte.it,12070,http://www.comune.paroldo.cn.it/,IT00480700046,Via Coste 2
44.4746494,8.0213361,Murazzano,comune.murazzano.cn@cert.legalmail.it,12060,http://www.comune.murazzano.cn.it,IT84003470048,Via Roma N. 34
44.7638390,7.5371250,Moretta,comune.moretta@businesspec.it,12033,http://www.comune.moretta.cn.it,IT85001650044,Piazza Umberto I N.1
44.3333330,7.9864420,Scagnello,scagnello@cert.ruparpiemonte.it,12070,http://www.comune.scagnello.cn.it,IT00541470043,"Piazza Giovanni XXIII, 1"
44.5015330,7.5878300,Centallo,comunecentallo.cn@legalmail.it,12044,http://www.comune.centallo.cn.it,IT83000410049,Via Francesco Crispi N 11
44.3872764,8.0330475,Ceva,comune.ceva.cn@cert.legalmail.it,12073,http://www.comune.ceva.cn.it,IT00480720044,"Piazza V. Emanuele II, 17"
44.3536350,8.1289450,Castelnuovo di Ceva,castelnuovo.di.ceva@cert.ruparpiemonte.it,12070,http://www.comune.castelnuovodiceva.cn.it,IT00469730048,"P.zza della Vittoria, 1"
44.7401390,7.6639280,Cavallerleone,cavallerleone@cert.ruparpiemonte.it,12030,http://www.comunecavallerleone.it,IT86001790046,Piazza Santa Maria 2
44.7985440,7.9973340,Canale,ufficioprotocollo@certcomunecanale.it,12043,http://www.comune.canale.cn.it,IT00412270043,Piazza Italia 18
44.4810350,7.8744370,Carrù,comune.carru.cn@cert.legalmail.it,12061,http://www.COMUNE.CARRU.CN.IT,IT00335810040,Piazza Municipio 6
44.4930360,7.9746390,Belvedere Langhe,comune.belvederelanghe.cn@legalmail.it,12060,http://www.comune.belvederelanghe.cn.it,IT00523920049,Piazza Aldo Moro 1
44.6108408,7.9428448,Barolo,barolo@pec.langabarolo.it,12060,http://www.comune.barolo.cn.it,IT00420860041,Via Roma N. 39
44.3198330,8.0109430,Battifollo,battifollo@cert.ruparpiemonte.it,12070,http://www.comune.battifollo.cn.it,IT00541410049,Via Maestra N. 38
44.1089458,8.0030740,Alto,alto@cert.ruparpiemonte.it,12070,http://www.comune.alto.cn.it,IT00399150044,Via Roma 1
44.3013330,8.0431440,Bagnasco,comune.bagnasco.cn@legalmail.it,12071,http://www.comune.bagnasco.cn.it,IT00508220043,Piazza Municipio N. 3
44.6507340,7.3464230,Rifreddo,,,,,
44.7871846,8.0616451,Priocca,priocca@cert.ruparpiemonte.it,12040,http://www.comune.priocca.cn.it,IT00416320042,Via Roma 1
44.5156548,7.8922570,Piozzo,piozzo@cert.ruparpiemonte.it,12060,http://www.comune.piozzo.cn.it,IT00522250042,"Piazza 5 Luglio 1944, 32"
44.7066380,7.6040270,Ruffia,ruffia@postemailcertificata.it,12030,http://www.comune.ruffia.cn.it,IT85001410043,"Via Vittorio Veneto, 22"
44.3999025,8.0788914,Sale San Giovanni,sale.san.giovanni@cert.ruparpiemonte.it,12070,http://www.comune.salesangiovanni.cn.it,IT00518550041,"Piazza Padre A.Ferro, 1"
44.5433330,7.4338260,Rossana,rossana@cert.ruparpiemonte.it,12020,http://www.comune.rossana.cn.it,IT85000270042,"Via XII Luglio, 2"
44.4452350,7.9509390,Rocca Cigliè,rocca.ciglie@cert.ruparpiemonte.it,12060,http://www.comune.roccaciglie.cn.it,IT00844540047,"Via Delle Scuole, 3"
44.7884430,7.9409330,Santo Stefano Roero,santo.stefano.roero@cert.ruparpiemonte.it,12040,http://www.comune.santo-stefano-roero.cn.it,IT81000550046,"Via Capoluogo, 23"
44.6770492,8.1074675,Trezzo Tinella,trezzo.tinella@cert.ruparpiemonte.it,12050,http://www.comune.trezzotinella.cn.it/,IT00487740045,"Via Roma, 22"
44.4336390,8.0367451,Torresina,comune.torresina.cn@legalmail.it,12070,http://www.comune.torresina.cn.it,IT00905630042,Via Villa n.1
44.4936793,7.5436775,Tarantasca,,,,,
44.5353380,8.0078390,Somano,somano@cert.ruparpiemonte.it,12060,http://www.comune.somano.cn.it,IT00461560047,Via Castello 1/A
44.6106859,8.0005562,Serralunga d'Alba,serralungadalba@pec.langabarolo.it,12050,http://www.comune.serralungadalba.cn.it,IT00520360041,"Via Foglio, 1"
44.5120312,7.9142450,Farigliano,protocollo@pec.comune.farigliano.cn.it,12060,http://www.comune.farigliano.cn.it,IT00523900041,Piazza Vittorio Emanuele II 27
44.4819388,7.9120786,Clavesana,postmaster@pec.clavesana.info,12060,http://www.comune.clavesana.cn.it,IT00510710049,Piazza Vittorio Emanuele II 7
44.5645340,7.4854270,Costigliole Saluzzo,comune.costigliolesaluzzo.cn@cert.legalmail.it,12024,http://www.comune.costigliolesaluzzo.cn.it,IT00426640041,Via Vittorio Veneto 59
44.6058400,8.0981390,Lequio Berria,lequio.berria@cert.ruparpiemonte.it,12050,http://www.comune.lequioberria.cn.it,IT00512950049,Via Roma N. 36
44.6863380,7.6195280,Monasterolo di Savigliano,monasterolodisavigliano@postemailcertificata.it,12030,http://www.comune.monasterolodisavigliano.cn.it,IT00489010041,Piazza Castello 6
44.6919420,8.1168380,Neviglie,comune.neviglie.cn@legalmail.it,12050,http://www.comune.neviglie.cn.it,IT00511050049,"Via Umberto I, N. 14"
44.5387400,8.1939430,Pezzolo Valle Uzzone,comune.pezzolo.cn@legalmail.it,12070,http://www.comune.pezzolovalleuzzone.cn.it,IT00430240044,"Via Roma, 24"
44.4278350,7.9812400,Castellino Tanaro,castellino.tanaro@cert.ruparpiemonte.it,12060,http://www.comune.castellinotanaro.cn.it,IT02852600044,"Via Roma, 28"
44.4943380,8.1867430,Castelletto Uzzone,castelletto.uzzone@cert.ruparpiemonte.it,12070,http://www.comune.castelletto-uzzone.cn.it/,IT00430250043,Via Provinciale 11
44.6178410,8.1824410,Castino,castino@cert.ruparpiemonte.it,12050,http://www.comune.castino.cn.it,IT00468930045,"Via Gino Negro, 24"
44.6533400,7.9950360,Grinzane Cavour,comune.grinzanecavour.cn@legalmail.it,12060,http://www.langabarolo.it,IT00467800041,Piazza Della Chiesa N. 9
44.6236987,7.9774527,Castiglione Falletto,castiglionefalletto@pec.langabarolo.it,12060,http://www.comune.castiglionefalletto.cn.it,IT00520690041,"Via Cavour, 26"
44.7253440,8.1901390,Castiglione Tinella,castiglionetinella@postemailcertificata.it,12053,http://www.comunecastiglionetinella.it,IT00308040047,"Via Circonvallazione, 7"
44.6354380,7.7919320,Cervere,cervere@postemailcertificata.it,12040,http://www.comune.cervere.cn.it,IT00248390049,Piazza Umberto 1
44.5631390,8.0304390,Cissone,cissone@cert.ruparpiemonte.it,12050,http://www.comune.cissone.cn.it,IT00476920046,"Piazza Della Chiesa, 1"
44.4365350,7.9265390,Cigliè,ciglie@cert.ruparpiemonte.it,12060,http://www.comune.ciglie.cn.it,IT84005310044,Piazza Castello
44.6503104,8.0275084,Diano d'Alba,comune.diano@legalmail.it,12055,http://www.comune.dianodalba.cn.it,IT00436130041,"Via Umberto I, N. 22"
44.5437390,8.1049410,Feisoglio,,,,,
44.8062400,7.5851250,Faule,faule@cert.ruparpiemonte.it,12030,http://www.comune.faule.cn.it,IT85001290049,"Via Casana, 7 Bis"
44.4601370,8.1675440,Gottasecca,gottasecca@cert.ruparpiemonte.it,12070,http://www.comune.gottasecca.cn.it,IT00428660047,Via A. Ravina N. 4
44.6287340,7.3473230,Gambasca,comune.gambasca@pec.it,12030,http://www.comune.gambasca.cn.it,IT85002170042,Via Roma N6
44.5599370,7.8821360,Lequio Tanaro,comune.lequiotanaro.cn@legalmail.it,12060,http://www.comune.lequiotanaro.cn.it,IT00508770047,"Piazza Sen. Curreno, 1"
44.6384797,7.9325818,La Morra,comune.lamorra@legalmail.it,12064,http://www.comune.lamorra.cn.it,IT82002710042,Piazza Municipio 1
44.5876330,7.3816250,Isasca,,,,,
44.5621634,7.3968654,Venasca,,,,,
44.7299380,7.5744260,Villanova Solaro,villanova.solaro@cert.ruparpiemonte.it,12030,http://www.comune.villanovasolaro.cn.it,IT85001890046,"Piazza Vittorio Emanuele Ii, N. 7"
44.2907439,7.9664706,Viola,comune.viola.cn@legalmail.it,12070,comune.viola.cn,IT00539480046,"Piazza Marconi,2"
44.6298410,8.1041390,Benevello,comune.benevello.cn@cert.legalmail.it,12050,http://www.comune.benevello.cn.it,IT00490200045,"Via Scuole, 9"
44.5035370,8.0175400,Bonvicino,comune.bonvicino@legalmail.it,12060,http://www.comune.bonvicino.cn.it,IT00485690044,Piazza Della Cisterna 2
44.6023589,8.1472522,Bosia,,,,,
44.6203410,8.1322400,Borgomale,comune.borgomale.cn@cert.legalmail.it,12050,http://www.comune.borgomale.cn.it,IT00468950043,Piazza Castello 1
44.5698366,7.3616149,Brossasco,protocollo.brossasco@pec.it,12020,http://www.comune.brossasco.cn.it,IT00523760049,Piazza Costanzo Chiari 15
44.7822410,7.7394290,Caramagna Piemonte,comune.caramagnapiemonte.cn@legalmail.it,12030,http://www.comune.caramagnapiemonte.cn.it,IT86001010049,"Piazza Castello, 11"
44.5382390,8.1550420,Levice,levice@cert.ruparpiemonte.it,12070,http://www.comune.levice.cn.it,IT00494580046,P.zza Municipio
44.4022340,7.9708400,Lesegno,comune.lesegno.cn@legalmail.it,12076,http://www.comune.lesegno.cn.it,IT00508850047,"Via Viaris, 7"
44.3071320,7.9787420,Lisio,lisio@cert.ruparpiemonte.it,12070,http://www.comune.lisio.cn.it,IT00507000040,Via Aldo Bracco 7
45.4319653,8.7352930,Trecate,trecate@postemailcertificata.it,28069,http://www.comune.trecate.no.it,IT80005270030,"p. Cavour, 24"
45.5774670,8.4373290,Sizzano,comune.sizzano@pec.it,28070,http://www.comune.sizzano.no.it,IT80001390030,"Corso Italia, 10"
44.9400380,7.0524110,Salza di Pinerolo,salza.di.pinerolo@cert.ruparpiemonte.it,10060,http://www.comune.salzadipinerolo.to.it,IT85003370013,"Borgata Didiero, 24"
44.9587390,7.0567110,Massello,massello@cert.ruparpiemonte.it,10060,http://www.comunemassello.to.it,IT85000150012,Borgata Roberso 1
45.1420427,7.0646093,Mompantero,certificata@pec.comune.mompantero.to.it,10059,http://www.comune.mompantero.to.it,IT86501190010,"Piazza G Bolaffi, 1"
45.1466510,7.8493240,San Raffaele Cimena,comune.sanraffaelecimena.to@cert.legalmail.it,10090,http://www.comune.sanraffaelecimena.to.it,IT82501670010,Via Ferrarese 16
45.3575640,8.7159390,Tornaco,tornaco@cert.ruparpiemonte.it,28070,http://www.comune.tornaco.no.it,IT80001410036,"Via Marconi, 2"
44.9577440,7.6673240,La Loggia,protocollo.laloggia@legalmail.it,10040,http://www.comune.laloggia.to.it,IT84500810019,Via Bistolfi 47
45.4664675,7.5709170,Ingria,protocollo@pec.comune.ingria.to.it,10080,http://www.comune.ingria.to.it,IT01840350019,"Via Capoluogo, 2"
