latitude,longitude,stars,name,Indirizzo,addr:street,addr:housenumber,addr:postcode,addr:city,phone,email,website,wheelchair,rooms,beds
45.061695,7.673781,3,Italia,CORSO STATI UNITI 9 Bis,Corso Stati Uniti 9, Bis,10128,Torino,+39 0115620402,info@hotelitaliatorino.it,https://www.hotelitaliatorino.it,no,49,81
45.06548,7.691199,1,Alba,VIA MARIA VITTORIA 34,Via Maria Vittoria, 34,10123,Torino,+39 0118127981,info@albergoalba.it,https://www.albergoalba.it,no,7,11
45.0327782506,7.65455538779,3,Astor,PIAZZA GALIMBERTI TANCREDI DUCCIO 12 ,Piazza Galimberti Tancredi Duccio 12 ,,10134,Torino,+39 0113173073,info@hotelastortorino.it,https://www.hotelastortorino.it,no,28,56
44.920113,7.425244,2,Centro,VIA  UMBERTO I   50,Via  Umberto I  , 50,10060,Piscina,+39 0121570147,,,no,7,12
45.562504,7.80684,2,Mini Hotel Praiale,VIA RE UMBERTO I 5,Via Re Umberto I, 5,10010,Quincinetto,+39 0125757188,info@hotelpraiale.it,www.hotelpraiale.it,no,9,15
45.003536,7.129575,3,Lion,VIA NAZIONALE 141,Via Nazionale, 141,10060,Roure,+39 0121842012,info@hotellion.it,www.hotellion.it,no,12,25
45.11201,7.6604,1,Squalo Blu,VIA VERONESE PAOLO 344,Via Veronese Paolo, 344,10148,Torino,+39 0112974946,losqualo02@gmail.com,,no,9,20
45.067418,7.675762,3,Artua',VIA BROFFERIO ANGELO 1 ,Via Brofferio Angelo 1 ,,10121,Torino,+39 0115175301,info@artua.it,https://www.artua.it,no,14,25
44.941574,7.346608,3,Locanda della Maison Verte,VIA ROSSI 34,Via Rossi, 34,10060,Cantalupa,+39 0121354610,information@maisonvertehotel.com,www.maisonvertehotel.com,yes,28,59
45.232476,7.222697,3,Rocciamelone,VIA ROMA 37,Via Roma, 37,10070,Usseglio,+39 012383743,albergo.rocciamelone@gmail.com,www.albergorocciamelone.com,yes,17,32
45.032131,7.587226,3,Relais La Tour,STRADA DEL BOTTONE 36,Strada del Bottone, 36,10043,Orbassano,+39 3394655036,jacopofea@libero.it,,yes,10,24
45.025892,6.855738,3,Gran Trun,VIA ASSIETTA 39,Via Assietta, 39,10050,Sauze D'Oulx,+39 0122850016,amministrazione@gruppoabc.info,,no,11,25
45.084969,7.488606,3,Garden,CORSO SUSA 381,Corso Susa, 381,10098,Rivoli,+39 0119580274-0119564405,hotelgardenrivoli@tiscali.it,www.hotelgardenrivoli.it,no,26,65
45.155332,7.786799,3,Da Sergio,VIA BRESCIA 6,Via Brescia, 6,10036,Settimo Torinese,+39 0118007069,info@da-sergio.it,www.da-sergio.it,yes,9,19
44.932421,7.611125,2,Ristorante Hotel Celestino,CORSO ITALIA 10,Corso Italia, 10,10040,Piobesi Torinese,+39 0119650343-0119657034,info@hotelristorantecelestino.it,www.hotelristorantecelestino.it,yes,12,18
45.225655,7.605574,4,Gotha,VIA TORINO 53,Via Torino, 53,10034,Ciriè,+39 0119212059,gotha@gothahotel.com,www.gothahotel.com,yes,45,78
45.061859,7.39215,3,Caprice,VIA PINEROLO 1,Via Pinerolo, 1,10051,Avigliana,+39 0119312646,info@capricehotel.it,www.capricehotel.it,yes,10,18
44.91693,7.743803,3,La Siesta,VIA VALLONGO 27,Via Vallongo, 27,10029,Villastellone,+39 0119610954,lasiestahotel@hotmail.it,www.hotellasiesta.it,yes,11,22
45.024891,7.641696,3,Cristallo,CORSO TRAIANO 28/9,Corso Traiano 28/9,,10135,Torino,+39 011618383/4,info@hotelcristallotorino.it,https://www.hotelcristallotorino.it,no,35,50
44.951467,6.874439,4,Principi di Piemonte,VIA SAUZE 3,Via Sauze, 3,10058,Sestriere,+39 01227941,info@principidipiemonte.it,www.prinicpidipiemonte.it,no,100,230
44.808705,7.13658,3,Palavas,BORGATA GARNIER 1,Borgata Garnier, 1,10060,Villar Pellice,+39 335334119,albergo.palavas@libero.it,,yes,15,24
45.062235,7.380904,3,Chalet del Lago La Libellula,VIA MONGINEVRO 26,Via Monginevro, 26,10051,Avigliana,+39 0119369225,,www.hotelchaletdellago.com,yes,23,42
44.940326,6.753537,3,Piccolo Chalet,VIA TORINO 7,Via Torino, 7,10050,Claviere,+39 0122878806,info@piccolochalet.it,www.piccolochalet.it,yes,27,60
45.369115,7.282175,1,Setugrino,CORSO ROMA 10,Corso Roma, 10,10070,Groscavallo,+39 012381016,setugrino@gmail.com,,yes,7,16
45.274887,7.474198,3,Piemonte,VIA UMBERTO I 23,Via Umberto I, 23,10074,Lanzo Torinese,+39 012329461,info@hotelristorantepiemonte.it,www.hotelristorantepiemonte.it,no,34,71
45.192069,7.014879,2,La Chiocciola,STRADA S. ANTONIO 1,Strada S. Antonio, 1,10050,Novalesa,+39 0122653245,albergodellaposta@yahoo.it,www.albergodellaposta.com,no,8,18
45.01593,7.628423,3,Original,VIA FARINELLI ARTURO 4,Via Farinelli Arturo, 4,10135,Torino,+39 0113910508,info@hoteloriginal.it,https://www.hoteloriginal.it,yes,16,21
45.095141,7.650839,4,Art Hotel Olympic,VIA VEROLENGO 19,Via Verolengo, 19,10149,Torino,+39 01139997,info@arthotelolympic.it,https://www.arthotelolympic.com,yes,147,285
45.041928,6.846416,2,La Casetta del Gad,VIA RICCARDO GHIOTTI 19,Via Riccardo Ghiotti, 19,10056,Oulx,+39 0122831087,info@lacasettadelgad.it,www.lacasettadelgad.it,no,9,22
44.952567,6.791936,4,Edelweiss,PIAZZA DES ESCARTONS 6,Piazza Des Escartons, 6,10054,Cesana Torinese,+39 012289450-012297345,info@hoteledelweisscesana.com,www.hoteledelweisscesana.com,yes,19,53
45.028988,7.688584,3,La Cicala,STRADA DEL FIOCCARDO 3,Strada del Fioccardo, 3,10133,Torino,+39 3475341727,hotel-lacicala@libero.it,https://www.lacicalahotel.it,no,14,24
45.077884,6.71045,3,Sommeiller,PIAZZA STATUTO 3,Piazza Statuto, 3,10052,Bardonecchia,+39 012299582,info@hotelsommeiller.it,www.hotelsommeillerbardonecchia.com ,yes,31,77
44.952567,6.791936,3,Olympic Centre Cesana,Frazione Sansicario  57,Frazione Sansicario , 57,10054,Cesana Torinese,+39 0122811513 - 3333466344,massimo@gestimax.it,www.gestimax.it,yes,58,189
45.069764,7.667674,1,Vinzaglio,CORSO VINZAGLIO 12,Corso Vinzaglio, 12,10121,Torino,+39 0115613793,albergo@albergovinzaglio.it,https://www.albergovinzaglio.it,no,14,25
45.061739,7.67664,4,Genova,VIA SACCHI PAOLO 14 B,Via Sacchi Paolo 14, B,10128,Torino,+39 0115629400,info@albergogenova.it,https://www.albergogenova.it,yes,92,176
45.232536,7.22253,2,Grand Usseglio,VIA ROMA 21,Via Roma, 21,10070,Usseglio,+39 012383740,info@hotelgrandusseglio.com,www.hotelgrandusseglio.com,no,22,42
45.061407964,7.67985528813,3,Taverna Dantesca,VIA SAN PIO V  0,Via San Pio V , 0,10125,Torino,+39 0116505737,info@hoteltavernadantesca.it,https://www.hoteltavernadantesca.it,no,30,52
45.06016,7.681086,1,Lux,VIA GALLIARI BERNARDINO 9 ,Via Galliari Bernardino 9 ,,10125,Torino,+39 0116687482,hotel.lux@pec.it,,no,17,25
45.061386,7.390963,3,Domus,VIA GIAVENO 4,Via Giaveno, 4,10051,Avigliana,+39 0119369059,,,no,10,21
45.073675,7.680989,3,Dogana Vecchia,VIA CORTE D'APPELLO 4 ,Via Corte D'appello 4 ,,10122,Torino,+39 0114366752,info@hoteldoganavecchia.com,https://www.hoteldoganavecchia.com,yes,58,90
45.462741,7.874031,2,Aquila Nera,CORSO NIGRA COSTANTINO 56,Corso Nigra Costantino, 56,10015,Ivrea,+39 0125641416,aquilanera.ditony@gmail.com,www.aquilanera-nera.it,no,14,24
45.062062,7.680338,3,Genio,CORSO VITTORIO EMANUELE II 47,Corso Vittorio Emanuele Ii, 47,10125,Torino,+39 0116505771,info@hotelgenio.it,https://www.hotelgenio.it,yes,116,200
45.0636434574,7.69487309667,3,Alpi Resort,VIA BONAFUS 5,Via Bonafus, 5,10123,Torino,+39 0118129677,reservation@hotelalpiresort.it,https://www.hotelalpiresort.it,yes,34,62
45.02068,7.66274,3,Air Palace Lingotto,VIA NIZZA 362/3,Via Nizza 362/3,,10127,Torino,+39 0116630665,info@airpalacelingotto.com,https://www.airpalacelingotto.com,yes,38,73
44.955912,6.877159,3,Villaggio degli Atleti,VIA POSSETTO 9,Via Possetto, 9,10058,Sestriere,+39 3335004322,info@uappalasestriere.com,www.uappalasestriere.com,yes,210,485
45.260505,7.465993,3,Delle Valli,VIA MIGLIETTI CELSO 67,Via Miglietti Celso, 67,10070,Germagnano,+39 012327816,info@hoteldellevalli.it,www.hoteldellevalli.it,no,26,40
45.136915,7.626543,3,Cascina di Corte,VIA AMEDEO DI CASTELLAMONTE 2,Via Amedeo di Castellamonte, 2,10078,Venaria,+39 0114593278 ,info@cascinadicorte.it,www.cascinadicorte.it,yes,12,17
45.024939,6.845233,3,Martin,FRAZIONENE JOUVENCEAUX 113,Frazionene Jouvenceaux, 113,10050,Sauze D'Oulx,+39 3356089733,info@hotelmartin.com,www.hotelmartin.com,no,18,47
45.103677,7.75949,3,La Pace,VIA ROMA 36,Via Roma, 36,10099,San Mauro Torinese,+39 0118221945-8222700,info@hotelapace.it,www.hotelapace.it,no,25,50
45.363023,7.344117,2,Albero Fiorito,VIA ROMA  23,Via Roma , 23,10070,Chialamberto,+39 0123506707,,,no,10,19
45.082225,6.690074,2,Europa,VIA LA RHO 80/82,Via La Rho 80/82,,10052,Bardonecchia,+39 0122901444,europa@heuropa.com,www.heuropa.com,no,42,98
45.419447,7.883098,3,Gardenia,REGIONE POARELLO 11,Regione Poarello, 11,10090,Romano Canavese,+39 0125631095,info@hgardenia.com,www.hgardenia.com,yes,38,74
45.296421,7.888888,3,Erbaluce,VIA NUOVA CIRCONVALLAZIONE  1,Via Nuova Circonvallazione , 1,10014,Caluso,+39 0119891503,info@hotel-erbaluce.com,www.hotel-erbaluce.com,yes,40,74
45.060966,7.679968,3,Urbani,VIA SALUZZO 7 ,Via Saluzzo 7 ,,10125,Torino,+39 0116695047,,,yes,48,80
